#Program: R2: Genomics analysis and visualization platform,,,,
#Website: https://r2.amc.nl,,,,
#Support: r2-support@amsterdamumc.nl,,,,
#Date: 2025-02-22 (19:48:29),,,,
#Comparison: groups,,,,
#Data transformation: transform_log2,,,,
#Dataset: ps_avgpres_broadgbm540_u133a,,,,
#Groups: mesenchymal;proneural,,,,
#Minimal presentcalls: 1,,,,
#Number of lines: 3246,,,,
#Output: anova fdr p<=0.01,,,,
#Pretty_dataset: Tumor Glioblastoma - TCGA - 540 - MAS5.0 - u133a,,,,
"#Subset: subtype~mesenchymal,proneural (n=51)",,,,
#Test: anova,,,,
#Track: subtype,,,,
#Values field: ,,,,
#H:probeset,hugo,corrected-pvalue,log2fc,sublist
205505_at,GCNT1,7.86E-06,-1.993350139,subtype: mesenchymal >= proneural
217950_at,NOSIP,0.001141774,0.470943291,subtype: mesenchymal < proneural
212774_at,ZNF238,5.20E-07,1.112244376,subtype: mesenchymal < proneural
200854_at,NCOR1,0.003594141,0.476798987,subtype: mesenchymal < proneural
219800_s_at,THNSL1,0.005345929,1.079836073,subtype: mesenchymal < proneural
206200_s_at,ANXA11,7.97E-06,-0.80086959,subtype: mesenchymal >= proneural
202752_x_at,SLC7A8,7.99E-06,-2.190639648,subtype: mesenchymal >= proneural
221250_s_at,MXD3,0.004804567,1.318083627,subtype: mesenchymal < proneural
209127_s_at,SART3,0.000475841,0.472787847,subtype: mesenchymal < proneural
218589_at,LPAR6,7.99E-06,-1.441634007,subtype: mesenchymal >= proneural
221073_s_at,NOD1,8.00E-06,-0.906841889,subtype: mesenchymal >= proneural
209461_x_at,WDR18,0.003483984,0.454340465,subtype: mesenchymal < proneural
205173_x_at,CD58,8.02E-06,-1.27909768,subtype: mesenchymal >= proneural
204343_at,ABCA3,0.000517966,0.678130747,subtype: mesenchymal < proneural
203264_s_at,ARHGEF9,6.25E-07,1.263663291,subtype: mesenchymal < proneural
218829_s_at,CHD7,7.80E-09,2.008617565,subtype: mesenchymal < proneural
211208_s_at,CASK,3.57E-05,0.819972192,subtype: mesenchymal < proneural
200754_x_at,SRSF2,0.004447837,0.256677028,subtype: mesenchymal < proneural
203925_at,GCLM,8.12E-06,-1.100529463,subtype: mesenchymal >= proneural
201675_at,AKAP1,0.001010976,0.558949145,subtype: mesenchymal < proneural
209955_s_at,FAP,8.23E-06,-2.886675103,subtype: mesenchymal >= proneural
203278_s_at,PHF21A,0.004907746,0.495862007,subtype: mesenchymal < proneural
209584_x_at,APOBEC3C,8.36E-06,-1.268504669,subtype: mesenchymal >= proneural
59644_at,BMP2K,8.37E-06,-1.004069967,subtype: mesenchymal >= proneural
208752_x_at,NAP1L1,0.001613895,0.345193146,subtype: mesenchymal < proneural
202943_s_at,NAGA,8.38E-06,-0.791768798,subtype: mesenchymal >= proneural
206359_at,SOCS3,8.45E-06,-1.860040903,subtype: mesenchymal >= proneural
218633_x_at,ABHD10,2.07E-05,0.66495567,subtype: mesenchymal < proneural
212455_at,YTHDC1,0.000778104,0.544313419,subtype: mesenchymal < proneural
207370_at,IBSP,8.65E-06,-2.263489872,subtype: mesenchymal >= proneural
218499_at,MST4,8.82E-06,-2.453239753,subtype: mesenchymal >= proneural
216250_s_at,LPXN,8.82E-06,-0.949694241,subtype: mesenchymal >= proneural
213849_s_at,PPP2R2B,0.001599919,0.766069227,subtype: mesenchymal < proneural
204745_x_at,MT1G,8.93E-06,-1.098105102,subtype: mesenchymal >= proneural
218644_at,PLEK2,9.16E-06,-1.384548965,subtype: mesenchymal >= proneural
218947_s_at,MTPAP,0.003133979,0.660060359,subtype: mesenchymal < proneural
212166_at,XPO7,0.000312134,0.516081558,subtype: mesenchymal < proneural
209763_at,CHRDL1,0.00283549,1.550071037,subtype: mesenchymal < proneural
200001_at,CAPNS1,9.16E-06,-0.490451674,subtype: mesenchymal >= proneural
211343_s_at,COL13A1,9.17E-06,-1.960788368,subtype: mesenchymal >= proneural
204164_at,SIPA1,9.18E-06,-1.087986108,subtype: mesenchymal >= proneural
205128_x_at,PTGS1,9.33E-06,-1.355566697,subtype: mesenchymal >= proneural
221036_s_at,APH1B,9.43E-06,-0.821979725,subtype: mesenchymal >= proneural
218902_at,NOTCH1,6.21E-06,1.103344446,subtype: mesenchymal < proneural
208775_at,XPO1,0.002395429,0.327758467,subtype: mesenchymal < proneural
218541_s_at,C8ORF4,9.54E-06,-1.660376742,subtype: mesenchymal >= proneural
212508_at,MOAP1,0.001406585,0.588409382,subtype: mesenchymal < proneural
211742_s_at,EVI2B,9.72E-06,-1.27761139,subtype: mesenchymal >= proneural
204342_at,SLC25A24,9.79E-06,-1.345684228,subtype: mesenchymal >= proneural
206014_at,ACTL6B,0.002102876,2.408733549,subtype: mesenchymal < proneural
207181_s_at,CASP7,9.79E-06,-1.237761955,subtype: mesenchymal >= proneural
207030_s_at,CSRP2,9.80E-06,-1.237768389,subtype: mesenchymal >= proneural
202388_at,RGS2,9.80E-06,-1.223701022,subtype: mesenchymal >= proneural
218297_at,FAM188A,0.001591828,0.604748827,subtype: mesenchymal < proneural
221908_at,RNFT2,2.02E-08,2.09138008,subtype: mesenchymal < proneural
206435_at,B4GALNT1,0.00011214,1.575955328,subtype: mesenchymal < proneural
202766_s_at,FBN1,9.80E-06,-1.558678476,subtype: mesenchymal >= proneural
205640_at,ALDH3B1,9.85E-06,-2.134831633,subtype: mesenchymal >= proneural
217820_s_at,ENAH,0.000308702,0.695782635,subtype: mesenchymal < proneural
215452_x_at,SUMO4,0.008324498,0.208636553,subtype: mesenchymal < proneural
212771_at,FAM171A1,6.02E-05,1.095453239,subtype: mesenchymal < proneural
204022_at,WWP2,0.001891879,0.565451997,subtype: mesenchymal < proneural
221666_s_at,PYCARD,9.89E-06,-1.566803468,subtype: mesenchymal >= proneural
202169_s_at,AASDHPPT,2.57E-06,0.630585027,subtype: mesenchymal < proneural
219022_at,C12ORF43,0.001817243,0.428614224,subtype: mesenchymal < proneural
204464_s_at,EDNRA,9.90E-06,-1.302405816,subtype: mesenchymal >= proneural
212731_at,ANKRD46,4.26E-06,1.059983708,subtype: mesenchymal < proneural
212737_at,GM2A,9.90E-06,-0.986897437,subtype: mesenchymal >= proneural
204629_at,PARVB,9.97E-06,-1.482694405,subtype: mesenchymal >= proneural
214974_x_at,CXCL5,1.00E-05,-3.24023608,subtype: mesenchymal >= proneural
205155_s_at,SPTBN2,0.000463709,1.514487476,subtype: mesenchymal < proneural
201893_x_at,DCN,1.00E-05,-2.021841541,subtype: mesenchymal >= proneural
206314_at,ZNF167,0.000125655,0.805999755,subtype: mesenchymal < proneural
222379_at,KCNE4,1.01E-05,-1.667657194,subtype: mesenchymal >= proneural
218813_s_at,SH3GLB2,0.002213946,0.663359479,subtype: mesenchymal < proneural
203604_at,ZNF516,0.007810251,0.559460597,subtype: mesenchymal < proneural
212256_at,GALNT10,1.01E-05,-1.005517578,subtype: mesenchymal >= proneural
218429_s_at,C19ORF66,1.02E-05,-1.424774674,subtype: mesenchymal >= proneural
204127_at,RFC3,7.34E-06,0.988033007,subtype: mesenchymal < proneural
31837_at,LMF2,1.02E-05,-0.616352163,subtype: mesenchymal >= proneural
204575_s_at,MMP19,1.03E-05,-2.029707151,subtype: mesenchymal >= proneural
205338_s_at,DCT,3.08E-05,2.003849319,subtype: mesenchymal < proneural
204432_at,SOX12,0.000201075,0.854631002,subtype: mesenchymal < proneural
208065_at,ST8SIA3,0.002798917,1.7449152,subtype: mesenchymal < proneural
204461_x_at,RAD1,0.002410377,0.371072812,subtype: mesenchymal < proneural
201505_at,LAMB1,1.05E-05,-1.777816733,subtype: mesenchymal >= proneural
213060_s_at,CHI3L2,1.05E-05,-2.607809642,subtype: mesenchymal >= proneural
201251_at,PKM,1.09E-05,-0.852357462,subtype: mesenchymal >= proneural
219945_at,DDX25,0.000872793,2.233615605,subtype: mesenchymal < proneural
200600_at,MSN,1.09E-05,-1.294418513,subtype: mesenchymal >= proneural
204740_at,CNKSR1,0.000265335,1.06141594,subtype: mesenchymal < proneural
205638_at,BAI3,1.02E-05,1.56881426,subtype: mesenchymal < proneural
205992_s_at,IL15,1.10E-05,-1.823239993,subtype: mesenchymal >= proneural
218350_s_at,GMNN,0.001182783,0.591643751,subtype: mesenchymal < proneural
213088_s_at,DNAJC9,0.001849593,0.503830176,subtype: mesenchymal < proneural
219988_s_at,RNF220,0.002651185,0.403876269,subtype: mesenchymal < proneural
212975_at,DENND3,1.11E-05,-1.269599675,subtype: mesenchymal >= proneural
204173_at,MYL6B,2.70E-05,0.712531218,subtype: mesenchymal < proneural
217778_at,SLC39A1,1.12E-05,-0.548617829,subtype: mesenchymal >= proneural
204633_s_at,RPS6KA5,0.002482779,0.831164204,subtype: mesenchymal < proneural
203796_s_at,BCL7A,2.30E-07,2.157559015,subtype: mesenchymal < proneural
218999_at,TMEM140,1.12E-05,-1.435793585,subtype: mesenchymal >= proneural
202377_at,LEPROT,1.12E-05,-0.743474201,subtype: mesenchymal >= proneural
212998_x_at,HLA-DQB1,1.12E-05,-1.674905529,subtype: mesenchymal >= proneural
215440_s_at,BEX4,9.43E-07,0.845629632,subtype: mesenchymal < proneural
203162_s_at,KATNB1,1.81E-05,0.583342132,subtype: mesenchymal < proneural
212309_at,CLASP2,7.95E-10,1.544018707,subtype: mesenchymal < proneural
218987_at,ATF7IP,0.009755427,0.523780205,subtype: mesenchymal < proneural
203240_at,FCGBP,1.14E-05,-1.896468101,subtype: mesenchymal >= proneural
209002_s_at,CALCOCO1,0.007026705,0.483848437,subtype: mesenchymal < proneural
219311_at,CEP76,0.009774868,0.549656215,subtype: mesenchymal < proneural
201212_at,LGMN,1.16E-05,-0.964464544,subtype: mesenchymal >= proneural
208611_s_at,SPTAN1,0.000715956,0.649104818,subtype: mesenchymal < proneural
213564_x_at,LDHB,1.45E-05,0.527685711,subtype: mesenchymal < proneural
207173_x_at,CDH11,1.19E-05,-1.03553285,subtype: mesenchymal >= proneural
221637_s_at,C11ORF48,0.005360798,0.394991893,subtype: mesenchymal < proneural
209774_x_at,CXCL2,1.22E-05,-2.420195131,subtype: mesenchymal >= proneural
215010_s_at,BRSK2,0.00702407,1.428911847,subtype: mesenchymal < proneural
219890_at,CLEC5A,1.24E-05,-2.855862182,subtype: mesenchymal >= proneural
207210_at,GABRA3,0.005762894,2.115344664,subtype: mesenchymal < proneural
44120_at,ADCK2,1.26E-05,-0.720706447,subtype: mesenchymal >= proneural
209734_at,NCKAP1L,1.26E-05,-1.644266906,subtype: mesenchymal >= proneural
206461_x_at,MT1H,1.30E-05,-1.396869517,subtype: mesenchymal >= proneural
206507_at,ZSCAN12,0.002927712,0.546970893,subtype: mesenchymal < proneural
202284_s_at,CDKN1A,1.37E-05,-1.273239486,subtype: mesenchymal >= proneural
221970_s_at,NOL11,0.000352517,0.487262113,subtype: mesenchymal < proneural
201201_at,CSTB,1.37E-05,-0.710305436,subtype: mesenchymal >= proneural
202806_at,DBN1,9.47E-09,1.196233066,subtype: mesenchymal < proneural
202638_s_at,ICAM1,1.39E-05,-2.034333779,subtype: mesenchymal >= proneural
204135_at,FILIP1L,1.40E-05,-1.004387059,subtype: mesenchymal >= proneural
218142_s_at,CRBN,0.003522553,0.483487666,subtype: mesenchymal < proneural
204176_at,KLHL20,0.007900715,0.367959994,subtype: mesenchymal < proneural
213996_at,YPEL1,3.40E-06,1.474017446,subtype: mesenchymal < proneural
205382_s_at,CFD,1.41E-05,-1.949289171,subtype: mesenchymal >= proneural
202307_s_at,TAP1,1.42E-05,-1.078933425,subtype: mesenchymal >= proneural
221559_s_at,MIS12,0.001964009,0.483756513,subtype: mesenchymal < proneural
209040_s_at,PSMB8,1.43E-05,-1.082979111,subtype: mesenchymal >= proneural
205723_at,CNTFR,1.03E-05,1.429513547,subtype: mesenchymal < proneural
214467_at,GPR65,1.43E-05,-1.759888019,subtype: mesenchymal >= proneural
201645_at,TNC,1.44E-05,-1.674882381,subtype: mesenchymal >= proneural
205436_s_at,H2AFX,1.76E-06,0.847655156,subtype: mesenchymal < proneural
212043_at,TGOLN2,1.45E-05,-0.409769696,subtype: mesenchymal >= proneural
212646_at,RFTN1,1.45E-05,-1.054182518,subtype: mesenchymal >= proneural
204923_at,SASH3,1.45E-05,-1.262345597,subtype: mesenchymal >= proneural
212597_s_at,HMGXB4,0.003333458,0.413087519,subtype: mesenchymal < proneural
211719_x_at,FN1,1.48E-05,-0.958053192,subtype: mesenchymal >= proneural
203108_at,GPRC5A,1.55E-05,-2.452258052,subtype: mesenchymal >= proneural
218561_s_at,LYRM4,0.000243504,0.441212087,subtype: mesenchymal < proneural
210058_at,MAPK13,1.56E-05,-1.347102249,subtype: mesenchymal >= proneural
217200_x_at,CYB561,1.57E-05,-0.93378003,subtype: mesenchymal >= proneural
205734_s_at,AFF3,0.005423317,1.416653243,subtype: mesenchymal < proneural
216309_x_at,JRK,0.002152632,0.651976502,subtype: mesenchymal < proneural
204430_s_at,SLC2A5,1.60E-05,-1.506277151,subtype: mesenchymal >= proneural
204259_at,MMP7,1.61E-05,-3.021325177,subtype: mesenchymal >= proneural
219709_x_at,FAM173A,1.77E-05,0.639949999,subtype: mesenchymal < proneural
204072_s_at,FRY,0.00084322,0.918466732,subtype: mesenchymal < proneural
211474_s_at,SERPINB6,1.65E-05,-0.664128325,subtype: mesenchymal >= proneural
213178_s_at,MAPK8IP3,4.26E-05,1.022557594,subtype: mesenchymal < proneural
203846_at,TRIM32,0.004917918,0.491914567,subtype: mesenchymal < proneural
206611_at,C2ORF27A,0.00151427,1.029451389,subtype: mesenchymal < proneural
209409_at,GRB10,1.67E-05,-1.363085489,subtype: mesenchymal >= proneural
208939_at,SEPHS1,1.41E-06,1.135895366,subtype: mesenchymal < proneural
212192_at,KCTD12,1.69E-05,-1.010289189,subtype: mesenchymal >= proneural
201981_at,PAPPA,1.70E-05,-1.994985029,subtype: mesenchymal >= proneural
202772_at,HMGCL,1.72E-05,-0.705928693,subtype: mesenchymal >= proneural
48825_at,ING4,9.43E-07,0.859552835,subtype: mesenchymal < proneural
220028_at,ACVR2B,2.13E-05,1.069809591,subtype: mesenchymal < proneural
204866_at,PHF16,7.47E-10,1.571411231,subtype: mesenchymal < proneural
213798_s_at,CAP1,1.73E-05,-0.461708746,subtype: mesenchymal >= proneural
209627_s_at,OSBPL3,1.75E-05,-1.649378603,subtype: mesenchymal >= proneural
213535_s_at,UBE2I,0.001810166,0.406541685,subtype: mesenchymal < proneural
210762_s_at,DLC1,1.79E-05,-1.238052912,subtype: mesenchymal >= proneural
218771_at,PANK4,0.004907624,0.363451717,subtype: mesenchymal < proneural
213725_x_at,XYLT1,7.38E-05,1.545847309,subtype: mesenchymal < proneural
212770_at,TLE3,0.005305402,0.631570967,subtype: mesenchymal < proneural
201830_s_at,NET1,0.00266538,0.949525674,subtype: mesenchymal < proneural
202332_at,CSNK1E,5.65E-07,1.268805342,subtype: mesenchymal < proneural
209478_at,STRA13,0.001500936,0.576991082,subtype: mesenchymal < proneural
203845_at,KAT2B,0.001426349,0.639969466,subtype: mesenchymal < proneural
204529_s_at,TOX,0.005503279,1.148366722,subtype: mesenchymal < proneural
219499_at,SEC61A2,2.80E-06,1.357641622,subtype: mesenchymal < proneural
221553_at,MAGT1,1.80E-05,-0.804148397,subtype: mesenchymal >= proneural
202602_s_at,HTATSF1,0.000635854,0.644952519,subtype: mesenchymal < proneural
207777_s_at,SP140,1.83E-05,-2.00778269,subtype: mesenchymal >= proneural
212203_x_at,IFITM3,1.87E-05,-1.376123543,subtype: mesenchymal >= proneural
209156_s_at,COL6A2,1.88E-05,-2.761968508,subtype: mesenchymal >= proneural
217393_x_at,UBE2NL,0.000265413,0.567194143,subtype: mesenchymal < proneural
205681_at,BCL2A1,1.88E-05,-1.93764782,subtype: mesenchymal >= proneural
204917_s_at,MLLT3,0.007810635,0.595326479,subtype: mesenchymal < proneural
209487_at,RBPMS,1.88E-05,-1.483240338,subtype: mesenchymal >= proneural
219622_at,RAB20,1.94E-05,-1.166367758,subtype: mesenchymal >= proneural
217728_at,S100A6,1.94E-05,-1.260317313,subtype: mesenchymal >= proneural
209546_s_at,APOL1,1.94E-05,-2.472604575,subtype: mesenchymal >= proneural
218449_at,UFSP2,0.007232365,0.424847906,subtype: mesenchymal < proneural
205419_at,GPR183,1.94E-05,-1.658036104,subtype: mesenchymal >= proneural
214383_x_at,KLHDC3,3.50E-06,0.822206473,subtype: mesenchymal < proneural
208438_s_at,FGR,1.96E-05,-1.062876574,subtype: mesenchymal >= proneural
213800_at,CFH,1.97E-05,-1.730059412,subtype: mesenchymal >= proneural
201036_s_at,HADH,0.00169733,0.448140185,subtype: mesenchymal < proneural
204573_at,CROT,1.99E-05,-0.921443219,subtype: mesenchymal >= proneural
212158_at,SDC2,2.01E-05,-1.69901382,subtype: mesenchymal >= proneural
221935_s_at,EOGT,2.01E-05,-0.949558157,subtype: mesenchymal >= proneural
204364_s_at,REEP1,1.78E-06,1.656570259,subtype: mesenchymal < proneural
213455_at,FAM114A1,2.03E-05,-1.295450355,subtype: mesenchymal >= proneural
203006_at,INPP5A,0.002695572,0.606531006,subtype: mesenchymal < proneural
204584_at,L1CAM,0.003662037,1.824540316,subtype: mesenchymal < proneural
213322_at,OARD1,0.003674293,0.447409125,subtype: mesenchymal < proneural
218826_at,SLC35F2,2.04E-05,-1.07526162,subtype: mesenchymal >= proneural
202633_at,TOPBP1,0.000204185,0.608225731,subtype: mesenchymal < proneural
203286_at,RNF44,0.005740532,0.454193994,subtype: mesenchymal < proneural
219256_s_at,SH3TC1,2.04E-05,-1.547724923,subtype: mesenchymal >= proneural
35626_at,SGSH,2.12E-05,-0.610596069,subtype: mesenchymal >= proneural
217168_s_at,HERPUD1,2.13E-05,-0.604546169,subtype: mesenchymal >= proneural
206295_at,IL18,2.21E-05,-1.264878428,subtype: mesenchymal >= proneural
209561_at,THBS3,2.23E-05,-1.0970393,subtype: mesenchymal >= proneural
211945_s_at,ITGB1,2.26E-05,-0.677356697,subtype: mesenchymal >= proneural
210508_s_at,KCNQ2,3.12E-06,3.028683039,subtype: mesenchymal < proneural
209497_s_at,RBM4B,7.88E-05,0.555732,subtype: mesenchymal < proneural
207618_s_at,BCS1L,4.43E-07,0.667318111,subtype: mesenchymal < proneural
200771_at,LAMC1,2.27E-05,-0.893000099,subtype: mesenchymal >= proneural
219262_at,SUV39H2,0.005211095,1.047411804,subtype: mesenchymal < proneural
204279_at,PSMB9,2.29E-05,-1.195405103,subtype: mesenchymal >= proneural
203851_at,IGFBP6,2.31E-05,-1.6711071,subtype: mesenchymal >= proneural
219250_s_at,FLRT3,0.001821116,1.814249301,subtype: mesenchymal < proneural
210166_at,TLR5,2.35E-05,-1.4879414,subtype: mesenchymal >= proneural
220993_s_at,GPR63,0.004544241,1.324130215,subtype: mesenchymal < proneural
204804_at,TRIM21,2.36E-05,-0.859002355,subtype: mesenchymal >= proneural
204554_at,PPP1R3D,2.37E-05,-0.906881657,subtype: mesenchymal >= proneural
221577_x_at,GDF15,2.37E-05,-1.614648278,subtype: mesenchymal >= proneural
215255_at,IGSF9B,6.60E-05,2.156945597,subtype: mesenchymal < proneural
209619_at,CD74,2.43E-05,-1.256725436,subtype: mesenchymal >= proneural
222154_s_at,SPATS2L,2.44E-05,-0.913675501,subtype: mesenchymal >= proneural
221269_s_at,SH3BGRL3,2.44E-05,-0.866165735,subtype: mesenchymal >= proneural
204763_s_at,GNAO1,0.002835573,1.589793838,subtype: mesenchymal < proneural
218162_at,OLFML3,2.45E-05,-1.157341504,subtype: mesenchymal >= proneural
218451_at,CDCP1,2.45E-05,-1.973087021,subtype: mesenchymal >= proneural
215354_s_at,PELP1,0.001476266,0.554747556,subtype: mesenchymal < proneural
202812_at,GAA,2.46E-05,-0.721764226,subtype: mesenchymal >= proneural
203600_s_at,FAM193A,0.000330947,0.511696277,subtype: mesenchymal < proneural
206806_at,DGKI,2.05E-05,1.561942736,subtype: mesenchymal < proneural
207842_s_at,CASC3,1.47E-05,0.746594386,subtype: mesenchymal < proneural
222039_at,KIF18B,5.71E-06,1.215733544,subtype: mesenchymal < proneural
218070_s_at,GMPPA,2.48E-05,-0.67267569,subtype: mesenchymal >= proneural
204829_s_at,FOLR2,2.52E-05,-1.615860769,subtype: mesenchymal >= proneural
203594_at,RTCA,2.54E-05,-0.504083435,subtype: mesenchymal >= proneural
216352_x_at,PCDHGA3,0.007630718,0.59483445,subtype: mesenchymal < proneural
218869_at,MLYCD,0.005730645,0.454769015,subtype: mesenchymal < proneural
220277_at,CXXC4,4.09E-08,2.741964598,subtype: mesenchymal < proneural
205473_at,ATP6V1B1,0.007449561,1.44282766,subtype: mesenchymal < proneural
213355_at,ST3GAL6,0.003047942,0.626359313,subtype: mesenchymal < proneural
219500_at,CLCF1,2.55E-05,-1.601110426,subtype: mesenchymal >= proneural
214954_at,SUSD5,0.000275389,2.744099652,subtype: mesenchymal < proneural
215925_s_at,CD72,2.56E-05,-1.918163133,subtype: mesenchymal >= proneural
202446_s_at,PLSCR1,2.56E-05,-1.167006158,subtype: mesenchymal >= proneural
211929_at,HNRNPA3,3.97E-07,1.110157775,subtype: mesenchymal < proneural
202133_at,WWTR1,2.58E-05,-1.38127754,subtype: mesenchymal >= proneural
212473_s_at,MICAL2,2.62E-05,-1.64664488,subtype: mesenchymal >= proneural
203860_at,PCCA,0.009222213,0.464193097,subtype: mesenchymal < proneural
200816_s_at,PAFAH1B1,8.86E-05,0.458142432,subtype: mesenchymal < proneural
210119_at,KCNJ15,2.62E-05,-2.278142215,subtype: mesenchymal >= proneural
217968_at,TSSC1,0.000661413,0.458249909,subtype: mesenchymal < proneural
201864_at,GDI1,0.001138585,0.519726179,subtype: mesenchymal < proneural
203570_at,LOXL1,2.62E-05,-1.750662577,subtype: mesenchymal >= proneural
219009_at,C14ORF93,0.002408752,1.062856302,subtype: mesenchymal < proneural
220885_s_at,CENPJ,0.000219189,1.654974331,subtype: mesenchymal < proneural
202679_at,NPC1,2.64E-05,-0.772308614,subtype: mesenchymal >= proneural
214607_at,PAK3,1.98E-06,2.423343264,subtype: mesenchymal < proneural
218874_s_at,ATAT1,9.04E-08,1.911178176,subtype: mesenchymal < proneural
204265_s_at,GPSM3,2.67E-05,-1.238791193,subtype: mesenchymal >= proneural
213881_x_at,SUMO2,0.002756072,0.296870712,subtype: mesenchymal < proneural
